,DATA_AS_AT,TRANSACTION_ID,EXPENDITURE,STATE,JSKR_LINKAGE_KEY,STREAM_PLACEMENT_DESC,EF_CATEGORY_DESCRIPTION,DERIVED_DATE_OF_SERVICE,ACTIVITY_TYPE_DESC,ACTIVITY_SUB_DESC,EDUCATION_LEVEL_DESC,GENDER,INDIGENOUS,HOMELESS,PWD,CALD,REFUGEE,EX_OFFENDER,AGE_GROUP,UE_GROUP,year,month,year_month,EDUCATION_ADJ,EF_CATEGORY_ADJ
615499,5/08/2018,1787191J,616.0,QLD,425453,Stream B,Accredited Training,4/04/2017,Accredited Education and Training (Vocational),Accredited Units,Secondary schooling completed (Year 12/13),Male,1.0,1.0,,,,1.0,40 to 49 years,Under 12 Months,2017,4,Apr-17,Year 12/13,Accredited Training
615500,5/08/2018,1786309J,429.0,QLD,425453,Stream B,Accredited Training,28/03/2017,Accredited Education and Training (Vocational),Accredited Units,Secondary schooling completed (Year 12/13),Male,1.0,1.0,,,,1.0,40 to 49 years,Under 12 Months,2017,3,Mar-17,Year 12/13,Accredited Training
615501,5/08/2018,1611506J,162.47,QLD,425453,Stream B,Clothing and Presentation,7/02/2017,,,Secondary schooling completed (Year 12/13),Male,1.0,1.0,,,,1.0,40 to 49 years,Under 12 Months,2017,2,Feb-17,Year 12/13,Clothing
615909,5/08/2018,1550421J,34.75,NT ,425761,Stream B,Work Related Items,23/01/2017,,,Year 10/11,Male,1.0,1.0,,,,1.0,30 to 39 years,Under 12 Months,2017,1,Jan-17,Year 10/11,Work Items
616023,5/08/2018,1904648J,109.0,NSW,425839,Stream C,Clothing and Presentation,11/05/2017,,,Primary school or less than Year 10,Male,1.0,1.0,1.0,,,1.0,25 to 29 years,60+ Months,2017,5,May-17,<Year 10,Clothing
617126,5/08/2018,1767656J,102.96,VIC,426667,Stream C,Clothing and Presentation,21/03/2017,,,Year 10/11,Female,1.0,1.0,,,,1.0,Under 22 years,Under 12 Months,2017,3,Mar-17,Year 10/11,Clothing
617127,5/08/2018,1728365J,1056.0,VIC,426667,Stream C,Accredited Training,27/02/2017,Accredited Education and Training (Vocational),Certificate 3,Year 10/11,Female,1.0,1.0,,,,1.0,Under 22 years,Under 12 Months,2017,2,Feb-17,Year 10/11,Accredited Training
617273,5/08/2018,1737183J,40.0,QLD,426793,Stream B,Clothing and Presentation,10/03/2017,,,Primary school or less than Year 10,Male,1.0,1.0,,,,1.0,Under 22 years,24 to 59 Months,2017,3,Mar-17,<Year 10,Clothing
617274,5/08/2018,1737346J,94.95,QLD,426793,Stream B,Clothing and Presentation,2/03/2017,,,Primary school or less than Year 10,Male,1.0,1.0,,,,1.0,Under 22 years,24 to 59 Months,2017,3,Mar-17,<Year 10,Clothing
617482,5/08/2018,1916144J,150.0,QLD,426972,Stream C,Professional Services,17/05/2017,,,Year 10/11,Male,1.0,1.0,,,,1.0,30 to 39 years,24 to 59 Months,2017,5,May-17,Year 10/11,Prof Service
618911,5/08/2018,2114787J,79.0,WA ,427997,Stream B,"Tools, Books, Equipment and Mobile Phones",20/06/2017,,,Non-trade vocational education,Male,1.0,1.0,,,,1.0,30 to 39 years,60+ Months,2017,6,Jun-17,Non-trade vocational education,Other Items
618912,5/08/2018,1646913J,70.0,WA ,427997,Stream B,Clothing and Presentation,20/02/2017,,,Non-trade vocational education,Male,1.0,1.0,,,,1.0,30 to 39 years,60+ Months,2017,2,Feb-17,Non-trade vocational education,Clothing
618913,5/08/2018,1633239J,69.0,WA ,427997,Stream B,"Tools, Books, Equipment and Mobile Phones",2/03/2017,,,Non-trade vocational education,Male,1.0,1.0,,,,1.0,30 to 39 years,60+ Months,2017,3,Mar-17,Non-trade vocational education,Other Items
619823,5/08/2018,1916654J,89.85,QLD,428835,Stream A,Clothing and Presentation,18/04/2017,,,Non-trade vocational education,Male,1.0,1.0,,,,1.0,22 to 24 years,Under 12 Months,2017,4,Apr-17,Non-trade vocational education,Clothing
619824,5/08/2018,1610928J,79.95,QLD,428835,Stream A,Clothing and Presentation,3/03/2017,,,Non-trade vocational education,Male,1.0,1.0,,,,1.0,22 to 24 years,Under 12 Months,2017,3,Mar-17,Non-trade vocational education,Clothing
622282,5/08/2018,2041566J,139.9,QLD,430922,Stream B,Clothing and Presentation,9/05/2017,,,Primary school or less than Year 10,Male,1.0,1.0,,,,1.0,25 to 29 years,60+ Months,2017,5,May-17,<Year 10,Clothing
622283,5/08/2018,2093203J,93.0,QLD,430922,Stream B,Clothing and Presentation,9/05/2017,,,Primary school or less than Year 10,Male,1.0,1.0,,,,1.0,25 to 29 years,60+ Months,2017,5,May-17,<Year 10,Clothing
622284,5/08/2018,1927886J,69.0,QLD,430922,Stream B,"Tools, Books, Equipment and Mobile Phones",23/05/2017,,,Primary school or less than Year 10,Male,1.0,1.0,,,,1.0,25 to 29 years,60+ Months,2017,5,May-17,<Year 10,Other Items
622285,5/08/2018,1851907J,33.0,QLD,430922,Stream B,Job Seeker Transport,24/02/2017,,,Primary school or less than Year 10,Male,1.0,1.0,,,,1.0,25 to 29 years,60+ Months,2017,2,Feb-17,<Year 10,Transport
622286,5/08/2018,1908246J,60.5,QLD,430922,Stream B,Driving Lessons,11/05/2017,,,Primary school or less than Year 10,Male,1.0,1.0,,,,1.0,25 to 29 years,60+ Months,2017,5,May-17,<Year 10,Driving Lessons
622287,5/08/2018,1774071J,60.5,QLD,430922,Stream B,Work Related Items,27/02/2017,,,Primary school or less than Year 10,Male,1.0,1.0,,,,1.0,25 to 29 years,60+ Months,2017,2,Feb-17,<Year 10,Work Items
622288,5/08/2018,1966135J,570.0,QLD,430922,Stream B,Driving Lessons,30/05/2017,,,Primary school or less than Year 10,Male,1.0,1.0,,,,1.0,25 to 29 years,60+ Months,2017,5,May-17,<Year 10,Driving Lessons
622289,5/08/2018,1515792J,60.5,QLD,430922,Stream B,Driving Lessons,9/02/2017,,,Primary school or less than Year 10,Male,1.0,1.0,,,,1.0,25 to 29 years,60+ Months,2017,2,Feb-17,<Year 10,Driving Lessons
622290,5/08/2018,1517230J,69.0,QLD,430922,Stream B,"Tools, Books, Equipment and Mobile Phones",27/01/2017,,,Primary school or less than Year 10,Male,1.0,1.0,,,,1.0,25 to 29 years,60+ Months,2017,1,Jan-17,<Year 10,Other Items
625012,5/08/2018,1794598J,125.4,QLD,433054,Stream C,Professional Services,18/04/2017,,,Year 10/11,Male,1.0,1.0,1.0,,,1.0,Under 22 years,24 to 59 Months,2017,4,Apr-17,Year 10/11,Prof Service
625013,5/08/2018,1525245J,125.4,QLD,433054,Stream C,Professional Services,7/02/2017,,,Year 10/11,Male,1.0,1.0,1.0,,,1.0,Under 22 years,12 to 23 Months,2017,2,Feb-17,Year 10/11,Prof Service
625014,5/08/2018,2095834J,39.0,QLD,433054,Stream C,Clothing and Presentation,16/06/2017,,,Year 10/11,Male,1.0,1.0,1.0,,,1.0,Under 22 years,24 to 59 Months,2017,6,Jun-17,Year 10/11,Clothing
625015,5/08/2018,2054530J,71.13,QLD,433054,Stream C,Work Related Items,5/06/2017,,,Year 10/11,Male,1.0,1.0,1.0,,,1.0,Under 22 years,24 to 59 Months,2017,6,Jun-17,Year 10/11,Work Items
625016,5/08/2018,1945961J,125.4,QLD,433054,Stream C,Professional Services,18/05/2017,,,Year 10/11,Male,1.0,1.0,1.0,,,1.0,Under 22 years,24 to 59 Months,2017,5,May-17,Year 10/11,Prof Service
625017,5/08/2018,2054531J,35.44,QLD,433054,Stream C,"Food, Phone and Petrol Cards/Vouchers",8/06/2017,,,Year 10/11,Male,1.0,1.0,1.0,,,1.0,Under 22 years,24 to 59 Months,2017,6,Jun-17,Year 10/11,Cash Cards/Vouchers
625164,5/08/2018,1497970J,47.5,NSW,433191,Stream C,"Food, Phone and Petrol Cards/Vouchers",10/01/2017,,,Primary school or less than Year 10,Male,1.0,1.0,,,,1.0,30 to 39 years,Under 12 Months,2017,1,Jan-17,<Year 10,Cash Cards/Vouchers
625165,5/08/2018,1498348J,43.4,NSW,433191,Stream C,Clothing and Presentation,11/01/2017,,,Primary school or less than Year 10,Male,1.0,1.0,,,,1.0,30 to 39 years,Under 12 Months,2017,1,Jan-17,<Year 10,Clothing
625166,5/08/2018,1431118J,672.85,NSW,433191,Stream C,Job Seeker Transport,6/01/2017,,,Primary school or less than Year 10,Male,1.0,1.0,,,,1.0,30 to 39 years,Under 12 Months,2017,1,Jan-17,<Year 10,Transport
625167,5/08/2018,1431120J,39.8,NSW,433191,Stream C,Clothing and Presentation,6/01/2017,,,Primary school or less than Year 10,Male,1.0,1.0,,,,1.0,30 to 39 years,Under 12 Months,2017,1,Jan-17,<Year 10,Clothing
625168,5/08/2018,1606855J,382.15,NSW,433191,Stream C,Job Seeker Transport,6/01/2017,,,Primary school or less than Year 10,Male,1.0,1.0,,,,1.0,30 to 39 years,12 to 23 Months,2017,1,Jan-17,<Year 10,Transport
625169,5/08/2018,1606857J,120.84,NSW,433191,Stream C,Job Seeker Transport,6/01/2017,,,Primary school or less than Year 10,Male,1.0,1.0,,,,1.0,30 to 39 years,12 to 23 Months,2017,1,Jan-17,<Year 10,Transport
625170,5/08/2018,1642119J,21.9,NSW,433191,Stream C,Clothing and Presentation,6/01/2017,,,Primary school or less than Year 10,Male,1.0,1.0,,,,1.0,30 to 39 years,12 to 23 Months,2017,1,Jan-17,<Year 10,Clothing
625171,5/08/2018,1761467J,220.0,NSW,433191,Stream C,"Food, Phone and Petrol Cards/Vouchers",8/03/2017,,,Primary school or less than Year 10,Male,1.0,1.0,,,,1.0,30 to 39 years,12 to 23 Months,2017,3,Mar-17,<Year 10,Cash Cards/Vouchers
626539,5/08/2018,1532673J,920.7,WA ,434079,Stream B,Rent and Crisis Accommodation ,31/01/2017,,,Year 10/11,Male,1.0,1.0,1.0,,,1.0,25 to 29 years,24 to 59 Months,2017,1,Jan-17,Year 10/11,Accom
626540,5/08/2018,1402157J,21.67,WA ,434079,Stream B,"Food, Phone and Petrol Cards/Vouchers",3/01/2017,,,Year 10/11,Male,1.0,1.0,1.0,,,1.0,25 to 29 years,24 to 59 Months,2017,1,Jan-17,Year 10/11,Cash Cards/Vouchers
626541,5/08/2018,1402160J,5.83,WA ,434079,Stream B,Job Seeker Transport,3/01/2017,,,Year 10/11,Male,1.0,1.0,1.0,,,1.0,25 to 29 years,24 to 59 Months,2017,1,Jan-17,Year 10/11,Transport
626542,5/08/2018,1405930J,52.25,WA ,434079,Stream B,"Food, Phone and Petrol Cards/Vouchers",3/01/2017,,,Year 10/11,Male,1.0,1.0,1.0,,,1.0,25 to 29 years,24 to 59 Months,2017,1,Jan-17,Year 10/11,Cash Cards/Vouchers
626548,5/08/2018,1402154J,21.67,WA ,434079,Stream B,"Food, Phone and Petrol Cards/Vouchers",3/01/2017,,,Year 10/11,Male,1.0,1.0,1.0,,,1.0,25 to 29 years,24 to 59 Months,2017,1,Jan-17,Year 10/11,Cash Cards/Vouchers
626549,5/08/2018,1402159J,5.83,WA ,434079,Stream B,Job Seeker Transport,3/01/2017,,,Year 10/11,Male,1.0,1.0,1.0,,,1.0,25 to 29 years,24 to 59 Months,2017,1,Jan-17,Year 10/11,Transport
626550,5/08/2018,1402156J,21.67,WA ,434079,Stream B,"Food, Phone and Petrol Cards/Vouchers",3/01/2017,,,Year 10/11,Male,1.0,1.0,1.0,,,1.0,25 to 29 years,24 to 59 Months,2017,1,Jan-17,Year 10/11,Cash Cards/Vouchers
626551,5/08/2018,1402158J,5.83,WA ,434079,Stream B,Job Seeker Transport,3/01/2017,,,Year 10/11,Male,1.0,1.0,1.0,,,1.0,25 to 29 years,24 to 59 Months,2017,1,Jan-17,Year 10/11,Transport
626552,5/08/2018,1451036J,100.0,WA ,434079,Stream B,Clothing and Presentation,3/01/2017,,,Year 10/11,Male,1.0,1.0,1.0,,,1.0,25 to 29 years,24 to 59 Months,2017,1,Jan-17,Year 10/11,Clothing
628237,5/08/2018,1820644J,27.5,VIC,435385,Stream B,Job Seeker Transport,28/03/2017,,,Primary school or less than Year 10,Female,1.0,1.0,1.0,,,1.0,30 to 39 years,Under 12 Months,2017,3,Mar-17,<Year 10,Transport
628238,5/08/2018,1793024J,27.5,VIC,435385,Stream B,Job Seeker Transport,20/04/2017,,,Primary school or less than Year 10,Female,1.0,1.0,1.0,,,1.0,30 to 39 years,Under 12 Months,2017,4,Apr-17,<Year 10,Transport
628239,5/08/2018,1830265J,150.0,VIC,435385,Stream B,Professional Services,26/04/2017,,,Primary school or less than Year 10,Female,1.0,1.0,1.0,,,1.0,30 to 39 years,Under 12 Months,2017,4,Apr-17,<Year 10,Prof Service
628240,5/08/2018,1668627J,11.0,VIC,435385,Stream B,Job Seeker Transport,2/03/2017,,,Primary school or less than Year 10,Female,1.0,1.0,1.0,,,1.0,30 to 39 years,Under 12 Months,2017,3,Mar-17,<Year 10,Transport
628241,5/08/2018,1710370J,42.0,VIC,435385,Stream B,Clothing and Presentation,20/03/2017,,,Primary school or less than Year 10,Female,1.0,1.0,1.0,,,1.0,30 to 39 years,Under 12 Months,2017,3,Mar-17,<Year 10,Clothing
628242,5/08/2018,1735623J,5.5,VIC,435385,Stream B,Job Seeker Transport,2/04/2017,,,Primary school or less than Year 10,Female,1.0,1.0,1.0,,,1.0,30 to 39 years,Under 12 Months,2017,4,Apr-17,<Year 10,Transport
628243,5/08/2018,1735465J,27.5,VIC,435385,Stream B,Job Seeker Transport,28/03/2017,,,Primary school or less than Year 10,Female,1.0,1.0,1.0,,,1.0,30 to 39 years,Under 12 Months,2017,3,Mar-17,<Year 10,Transport
628244,5/08/2018,1735604J,22.0,VIC,435385,Stream B,Job Seeker Transport,22/03/2017,,,Primary school or less than Year 10,Female,1.0,1.0,1.0,,,1.0,30 to 39 years,Under 12 Months,2017,3,Mar-17,<Year 10,Transport
628245,5/08/2018,1668630J,22.0,VIC,435385,Stream B,Job Seeker Transport,8/03/2017,,,Primary school or less than Year 10,Female,1.0,1.0,1.0,,,1.0,30 to 39 years,Under 12 Months,2017,3,Mar-17,<Year 10,Transport
628246,5/08/2018,1750095J,120.0,VIC,435385,Stream B,Clothing and Presentation,24/03/2017,,,Primary school or less than Year 10,Female,1.0,1.0,1.0,,,1.0,30 to 39 years,Under 12 Months,2017,3,Mar-17,<Year 10,Clothing
628247,5/08/2018,1557789J,49.5,VIC,435385,Stream B,Work Related Licencing,1/02/2017,,,Primary school or less than Year 10,Female,1.0,1.0,1.0,,,1.0,30 to 39 years,Under 12 Months,2017,2,Feb-17,<Year 10,Work Licensing
628248,5/08/2018,1557784J,46.75,VIC,435385,Stream B,Clothing and Presentation,2/02/2017,,,Primary school or less than Year 10,Female,1.0,1.0,1.0,,,1.0,30 to 39 years,Under 12 Months,2017,2,Feb-17,<Year 10,Clothing
628249,5/08/2018,1557774J,21.95,VIC,435385,Stream B,Clothing and Presentation,9/02/2017,,,Primary school or less than Year 10,Female,1.0,1.0,1.0,,,1.0,30 to 39 years,Under 12 Months,2017,2,Feb-17,<Year 10,Clothing
628250,5/08/2018,1896313J,225.0,VIC,435385,Stream B,Professional Services,11/05/2017,,,Primary school or less than Year 10,Female,1.0,1.0,1.0,,,1.0,30 to 39 years,Under 12 Months,2017,5,May-17,<Year 10,Prof Service
628251,5/08/2018,2102963J,300.0,VIC,435385,Stream B,Professional Services,23/06/2017,,,Primary school or less than Year 10,Female,1.0,1.0,1.0,,,1.0,30 to 39 years,12 to 23 Months,2017,6,Jun-17,<Year 10,Prof Service
628252,5/08/2018,2060286J,150.0,VIC,435385,Stream B,Professional Services,16/06/2017,,,Primary school or less than Year 10,Female,1.0,1.0,1.0,,,1.0,30 to 39 years,12 to 23 Months,2017,6,Jun-17,<Year 10,Prof Service
628663,5/08/2018,1889292J,399.4,QLD,435764,Stream B,Job Seeker Transport,10/04/2017,,,Primary school or less than Year 10,Male,1.0,1.0,1.0,,,1.0,30 to 39 years,24 to 59 Months,2017,4,Apr-17,<Year 10,Transport
628664,5/08/2018,2000959J,101.28,QLD,435764,Stream B,"Tools, Books, Equipment and Mobile Phones",19/05/2017,,,Primary school or less than Year 10,Male,1.0,1.0,1.0,,,1.0,30 to 39 years,24 to 59 Months,2017,5,May-17,<Year 10,Other Items
628674,5/08/2018,1595004J,71.5,QLD,435779,Stream C,Work Related Licencing,31/01/2017,,,Primary school or less than Year 10,Male,1.0,1.0,,,,1.0,30 to 39 years,24 to 59 Months,2017,1,Jan-17,<Year 10,Work Licensing
629310,5/08/2018,2093496J,176.0,TAS,436357,Stream B,Work Related Licencing,15/05/2017,,,Secondary schooling completed (Year 12/13),Male,1.0,1.0,,,,1.0,22 to 24 years,24 to 59 Months,2017,5,May-17,Year 12/13,Work Licensing
629311,5/08/2018,2065861J,330.0,TAS,436357,Stream B,Targeted Pre-Employment Preparation,14/06/2017,Non-Accredited Education and Training (Vocational),Pre-Employment Training,Secondary schooling completed (Year 12/13),Male,1.0,1.0,,,,1.0,22 to 24 years,24 to 59 Months,2017,6,Jun-17,Year 12/13,Pre-Employ Prep
630803,5/08/2018,1940615J,33.0,QLD,437667,Stream B,Job Seeker Transport,28/04/2017,,,Year 10/11,Male,1.0,1.0,,,,1.0,40 to 49 years,24 to 59 Months,2017,4,Apr-17,Year 10/11,Transport
632169,5/08/2018,1521849J,150.0,NSW,438636,Stream C,Professional Services,9/02/2017,,,Year 10/11,Female,1.0,1.0,1.0,,,1.0,40 to 49 years,60+ Months,2017,2,Feb-17,Year 10/11,Prof Service
632591,5/08/2018,1656346J,11.0,NSW,438885,Stream C,Job Seeker Transport,24/02/2017,,,Primary school or less than Year 10,Male,1.0,1.0,1.0,,,1.0,50 to 54 years,60+ Months,2017,2,Feb-17,<Year 10,Transport
632595,5/08/2018,2032502J,150.0,NSW,438885,Stream C,Professional Services,13/06/2017,,,Primary school or less than Year 10,Male,1.0,1.0,1.0,,,1.0,50 to 54 years,60+ Months,2017,6,Jun-17,<Year 10,Prof Service
632596,5/08/2018,1809049J,150.0,NSW,438885,Stream C,Professional Services,19/04/2017,,,Primary school or less than Year 10,Male,1.0,1.0,1.0,,,1.0,50 to 54 years,60+ Months,2017,4,Apr-17,<Year 10,Prof Service
632597,5/08/2018,1764997J,33.0,NSW,438885,Stream C,Job Seeker Transport,21/03/2017,,,Primary school or less than Year 10,Male,1.0,1.0,1.0,,,1.0,50 to 54 years,60+ Months,2017,3,Mar-17,<Year 10,Transport
632598,5/08/2018,1888378J,150.0,NSW,438885,Stream C,Professional Services,10/05/2017,,,Primary school or less than Year 10,Male,1.0,1.0,1.0,,,1.0,50 to 54 years,60+ Months,2017,5,May-17,<Year 10,Prof Service
632599,5/08/2018,1916202J,150.0,NSW,438885,Stream C,Professional Services,17/05/2017,,,Primary school or less than Year 10,Male,1.0,1.0,1.0,,,1.0,50 to 54 years,60+ Months,2017,5,May-17,<Year 10,Prof Service
632600,5/08/2018,2104726J,150.0,NSW,438885,Stream C,Professional Services,27/06/2017,,,Primary school or less than Year 10,Male,1.0,1.0,1.0,,,1.0,50 to 54 years,60+ Months,2017,6,Jun-17,<Year 10,Prof Service
632601,5/08/2018,1925238J,11.0,NSW,438885,Stream C,Job Seeker Transport,14/03/2017,,,Primary school or less than Year 10,Male,1.0,1.0,1.0,,,1.0,50 to 54 years,60+ Months,2017,3,Mar-17,<Year 10,Transport
632602,5/08/2018,1967140J,150.0,NSW,438885,Stream C,Professional Services,30/05/2017,,,Primary school or less than Year 10,Male,1.0,1.0,1.0,,,1.0,50 to 54 years,60+ Months,2017,5,May-17,<Year 10,Prof Service
632776,5/08/2018,2010693J,72.54,NT ,439039,Stream C,Medical Expenses,27/04/2017,,,Trades qualification,Male,1.0,1.0,,,,1.0,50 to 54 years,60+ Months,2017,4,Apr-17,Trade/TAFE,Medical Expenses
632777,5/08/2018,2010440J,110.0,NT ,439039,Stream C,"Food, Phone and Petrol Cards/Vouchers",5/05/2017,,,Trades qualification,Male,1.0,1.0,,,,1.0,50 to 54 years,60+ Months,2017,5,May-17,Trade/TAFE,Cash Cards/Vouchers
632778,5/08/2018,2010426J,282.11,NT ,439039,Stream C,Medical Expenses,27/04/2017,,,Trades qualification,Male,1.0,1.0,,,,1.0,50 to 54 years,60+ Months,2017,4,Apr-17,Trade/TAFE,Medical Expenses
632779,5/08/2018,1924712J,44.9,NT ,439039,Stream C,Work Related Items,19/04/2017,,,Trades qualification,Male,1.0,1.0,,,,1.0,50 to 54 years,60+ Months,2017,4,Apr-17,Trade/TAFE,Work Items
632780,5/08/2018,1778432J,69.0,NT ,439039,Stream C,"Tools, Books, Equipment and Mobile Phones",31/03/2017,,,Trades qualification,Male,1.0,1.0,,,,1.0,50 to 54 years,60+ Months,2017,3,Mar-17,Trade/TAFE,Other Items
632781,5/08/2018,1708154J,50.0,NT ,439039,Stream C,"Tools, Books, Equipment and Mobile Phones",24/03/2017,,,Trades qualification,Male,1.0,1.0,,,,1.0,50 to 54 years,60+ Months,2017,3,Mar-17,Trade/TAFE,Other Items
632782,5/08/2018,1721171J,106.81,NT ,439039,Stream C,Clothing and Presentation,27/03/2017,,,Trades qualification,Male,1.0,1.0,,,,1.0,50 to 54 years,60+ Months,2017,3,Mar-17,Trade/TAFE,Clothing
632783,5/08/2018,1778330J,88.0,NT ,439039,Stream C,Clothing and Presentation,31/03/2017,,,Trades qualification,Male,1.0,1.0,,,,1.0,50 to 54 years,60+ Months,2017,3,Mar-17,Trade/TAFE,Clothing
632784,5/08/2018,1779082J,33.0,NT ,439039,Stream C,"Food, Phone and Petrol Cards/Vouchers",4/04/2017,,,Trades qualification,Male,1.0,1.0,,,,1.0,50 to 54 years,60+ Months,2017,4,Apr-17,Trade/TAFE,Cash Cards/Vouchers
632785,5/08/2018,1811611J,110.0,NT ,439039,Stream C,"Food, Phone and Petrol Cards/Vouchers",13/04/2017,,,Trades qualification,Male,1.0,1.0,,,,1.0,50 to 54 years,60+ Months,2017,4,Apr-17,Trade/TAFE,Cash Cards/Vouchers
632786,5/08/2018,1881153J,69.0,NT ,439039,Stream C,"Tools, Books, Equipment and Mobile Phones",26/04/2017,,,Trades qualification,Male,1.0,1.0,,,,1.0,50 to 54 years,60+ Months,2017,4,Apr-17,Trade/TAFE,Other Items
632787,5/08/2018,1880963J,101.0,NT ,439039,Stream C,Clothing and Presentation,21/04/2017,,,Trades qualification,Male,1.0,1.0,,,,1.0,50 to 54 years,60+ Months,2017,4,Apr-17,Trade/TAFE,Clothing
632788,5/08/2018,1788879J,2524.5,NT ,439039,Stream C,Rent and Crisis Accommodation ,31/03/2017,,,Trades qualification,Male,1.0,1.0,,,,1.0,50 to 54 years,60+ Months,2017,3,Mar-17,Trade/TAFE,Accom
632789,5/08/2018,1556246J,22.0,QLD,439039,Stream C,"Food, Phone and Petrol Cards/Vouchers",10/02/2017,,,Trades qualification,Male,1.0,1.0,,,,1.0,50 to 54 years,60+ Months,2017,2,Feb-17,Trade/TAFE,Cash Cards/Vouchers
632790,5/08/2018,1615733J,55.0,QLD,439039,Stream C,"Food, Phone and Petrol Cards/Vouchers",2/03/2017,,,Trades qualification,Male,1.0,1.0,,,,1.0,50 to 54 years,60+ Months,2017,3,Mar-17,Trade/TAFE,Cash Cards/Vouchers
632791,5/08/2018,1626318J,22.0,QLD,439039,Stream C,"Food, Phone and Petrol Cards/Vouchers",16/02/2017,,,Trades qualification,Male,1.0,1.0,,,,1.0,50 to 54 years,60+ Months,2017,2,Feb-17,Trade/TAFE,Cash Cards/Vouchers
632792,5/08/2018,1556281J,537.9,QLD,439039,Stream C,Job Seeker Transport,13/02/2017,,,Trades qualification,Male,1.0,1.0,,,,1.0,50 to 54 years,60+ Months,2017,2,Feb-17,Trade/TAFE,Transport
632801,5/08/2018,1439949J,59.0,QLD,439039,Stream C,"Tools, Books, Equipment and Mobile Phones",3/01/2017,,,Trades qualification,Male,1.0,1.0,,,,1.0,40 to 49 years,60+ Months,2017,1,Jan-17,Trade/TAFE,Other Items
634346,5/08/2018,1536538J,250.8,WA ,440268,Stream C,Professional Services,13/02/2017,,,Year 10/11,Male,1.0,1.0,1.0,,,1.0,30 to 39 years,12 to 23 Months,2017,2,Feb-17,Year 10/11,Prof Service
634347,5/08/2018,2102630J,125.4,WA ,440268,Stream C,Professional Services,26/06/2017,,,Year 10/11,Male,1.0,1.0,1.0,,,1.0,30 to 39 years,12 to 23 Months,2017,6,Jun-17,Year 10/11,Prof Service
